name,genre
Dwaejiui Wang,"Drama, Psychological, Seinen, Thriller"
Dynamic Super Robots Soushingekki,"Action, Mecha, Sci-Fi, Shounen"
Dyogrammaton,Hentai
E no Umakatta Tomodachi,Music
E&#039;s Otherwise,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural"
EDEN,Music
Early Reins,"Action, Adventure, Seinen"
Earthian,"Drama, Shoujo, Shounen Ai"
Eat-Man,"Action, Adventure, Sci-Fi, Shounen, Super Power"
Eat-Man &#039;98,"Action, Adventure, Sci-Fi, Shounen, Super Power"
Ebenbourg no Kaze,Hentai
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,"Comedy, Ecchi, Parody, School, Shounen"
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,"Comedy, Ecchi, Parody, School, Shounen"
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials,"Comedy, Ecchi, Parody, School, Shounen"
Ecchies,Hentai
Eden&#039;s Bowy,"Action, Adventure, Fantasy, Romance, Sci-Fi"
Egao,"Music, Slice of Life"
Egao no Hana,Music
Egomama,Music
Eien no Aselia,"Adventure, Drama, Fantasy"
Eien no Filena,"Adventure, Drama, Fantasy"
Eien no Hou,"Fantasy, Sci-Fi"
Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,Kids
Eightman,"Action, Drama, Mecha, Sci-Fi"
Eightman After,"Action, Drama, Sci-Fi"
Eiken: Eikenbu yori Ai wo Komete,"Comedy, Ecchi, Harem, School"
"Eikoku Ikka, Nihon wo Taberu","Comedy, Slice of Life"
"Eikoku Ikka, Nihon wo Taberu: English Ikka, Shougatsu wo Taberu","Comedy, Slice of Life"
Eikoku Koi Monogatari Emma,"Drama, Historical, Romance, Seinen, Slice of Life"
Eikoku Koi Monogatari Emma: Intermission,"Drama, Historical, Romance, Seinen, Slice of Life"
Eikoku Koi Monogatari Emma: Molders-hen,"Drama, Historical, Romance, Seinen, Slice of Life"
Eikyuu Kazoku,"Comedy, Psychological"
Eine Kleine,"Drama, Music, Romance, Slice of Life"
Eisai Kyoiku,"Hentai, School"
Eiyuu Densetsu: Sora no Kiseki The Animation,"Action, Adventure, Fantasy"
Eiyuu Gaiden Mozaicka,Fantasy
El,"Action, Hentai, Sci-Fi"
El Cazador de la Bruja,"Adventure, Drama, Mystery"
El Hazard 2: The Magnificent World,"Adventure, Comedy, Fantasy"
El Hazard: The Alternative World,"Adventure, Comedy, Fantasy"
El Hazard: The Magnificent World,"Adventure, Comedy, Fantasy, Romance"
El Hazard: The Wanderers,"Adventure, Comedy, Fantasy, Romance"
Element Hunters,"Sci-Fi, Shounen"
Elf 17,"Adventure, Comedy, Martial Arts, Mecha"
Elf Hime Nina,"Fantasy, Hentai, Supernatural"
Elf no Futagohime: Willan to Arsura,Hentai
Elf no Wakaokusama,"Fantasy, Hentai"
Elf wo Karu Mono-tachi,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen"
Elf wo Karu Mono-tachi II,"Adventure, Comedy, Fantasy"
Elf-ban Kakyuusei: Anata dake wo Mitsumete...,"Drama, Harem, Romance, School"
Elfen Lied,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural"
Elfen Lied Special,"Drama, Ecchi, Horror, Psychological, Supernatural"
Elfina: Yoru e to Urareta Oukoku de... The Animation,"Fantasy, Hentai"
Elysium,"Action, Mecha, Sci-Fi"
Embah,Dementia
Emblem Take 2,"Action, Drama, Seinen"
Emi to Yobanaide,Hentai
Enbi,Hentai
Enbo,"Drama, Hentai"
Enchanted Journey,"Adventure, Drama, Fantasy, Kids"
Endless Serenade,Hentai
Endride,"Adventure, Fantasy"
Enkinhou no Hako: Hakase no Sagashimono,Slice of Life
Enkou Shoujo: Rikujoubu Yukki no Baai The Animation,Hentai
Enshou Nihon Mukashibanashi,"Comedy, Hentai, Historical"
Entaku no Kishi Monogatari: Moero Arthur,"Adventure, Drama, Historical, Romance"
Enyoku,Hentai
Enzai,"Hentai, Horror, Yaoi"
Erementar Gerad,"Adventure, Comedy, Fantasy, Magic, Romance, Super Power"
Erementar Gerad: Aozora no Senki,Music
Ergo Proxy,"Mystery, Psychological, Sci-Fi"
Ero Manga Mitai na Koi Shiyo: Let&#039;s Fall in Love The Ero-manga,Hentai
Eroge! H mo Game mo Kaihatsu Zanmai,Hentai
Eromame,Hentai
Escaflowne,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo"
Escha &amp; Logy no Atelier: Tasogare no Sora no Renkinjutsushi,Fantasy
Esper Bishoujo Manami,Hentai
Esper Mami,"Comedy, Ecchi, Magic, School, Super Power, Supernatural"
Esper Mami: Hoshizora no Dancing Doll,"Fantasy, Shounen"
Etotama,"Action, Comedy, Fantasy"
Etotama Specials,"Action, Comedy, Fantasy"
Etsuraku no Tane The Animation,Hentai
Eun-sil-i,Drama
Euphoria,Hentai
Eureka Seven,"Adventure, Drama, Mecha, Romance, Sci-Fi"
Eureka Seven AO,"Action, Adventure, Drama, Mecha, Sci-Fi"
Eureka Seven AO: Aratanari Fukaki Ao,"Comedy, Slice of Life"
Eureka Seven AO: Jungfrau no Hanabana-tachi,"Action, Adventure, Drama, Mecha, Sci-Fi"
Eureka Seven: Navigation ray=out,"Mecha, Sci-Fi"
Eureka Seven: New Order,"Adventure, Drama, Mecha, Romance, Sci-Fi"
Eureka Seven: Pocket ga Niji de Ippai,"Adventure, Mecha, Romance, Sci-Fi"
Evangelion: 1.0 You Are (Not) Alone,"Action, Mecha, Sci-Fi"
Evangelion: 2.0 You Can (Not) Advance,"Action, Mecha, Sci-Fi"
Evangelion: 3.0 You Can (Not) Redo,"Action, Mecha, Sci-Fi"
Eve no Jikan,"Sci-Fi, Slice of Life"
Eve no Jikan (Movie),"Sci-Fi, Slice of Life"
Evidence,Music
Examurai Sengoku,"Action, Martial Arts, Samurai, Sci-Fi"
Exper Zenon,"Action, Sci-Fi"
Explorer Woman Ray,"Action, Adventure"
Extra,"Action, Dementia, Horror, Music, Sci-Fi"
Eyeshield 21,"Action, Comedy, Shounen, Sports"
Eyeshield 21: Jump Festa 2005 Special,"Action, Comedy, Shounen, Sports"
Eyeshield 21: Maboroshi no Golden Bowl,"Shounen, Sports"
F,"Cars, Shounen, Sports"
F-Zero: Falcon Densetsu,"Action, Adventure, Cars, Mecha, Sci-Fi, Shounen, Sports"
FLCL,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi"
Fabre-sensei wa Meitantei,Mystery
Fairy Forest Remi-chan,Hentai
Fairy Tail,"Action, Adventure, Comedy, Fantasy, Magic, Shounen"
Fairy Tail (2014),"Action, Adventure, Comedy, Fantasy, Magic, Shounen"
Fairy Tail Movie 1: Houou no Miko,"Action, Adventure, Comedy, Fantasy, Magic, Shounen"
Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,"Fantasy, Magic, Shounen"
Fairy Tail OVA,"Comedy, Ecchi, Fantasy, Magic, Shounen"
Fairy Tail x Rave,"Action, Adventure, Comedy, Fantasy, Magic, Shounen"
Fake,"Comedy, Mystery, Police, Romance, Shounen Ai"
Fake Doll,Music
Famiresu Senshi Purin,Hentai
Fantascope: Tylostoma,"Fantasy, Supernatural"
Fantasia,"Comedy, Drama, Fantasy, Magic, Romance"
Fantasista Doll,"Fantasy, Magic, Sci-Fi"
Fantasista Stella,"Shounen, Sports"
Fantastic Children,"Adventure, Fantasy, Mystery, Romance, Sci-Fi"
Fantastic Children Special,Slice of Life
Fashion,"Comedy, Dementia"
Fashion no Hajimari,Comedy
Fastening Days,"Kids, Magic"
Fatal Fury 2: The New Battle,"Action, Adventure, Drama, Martial Arts, Shounen"
Fatal Fury: Legend of the Hungry Wolf,"Action, Adventure, Drama, Martial Arts, Romance, Shounen"
Fatal Fury: The Motion Picture,"Action, Adventure, Drama, Martial Arts, Romance, Shounen"
Fate/Prototype,"Action, Fantasy, Magic, Romance, Shounen, Supernatural"
Fate/Zero,"Action, Fantasy, Supernatural"
Fate/Zero 2nd Season,"Action, Fantasy, Supernatural, Thriller"
Fate/Zero Cafe,"Comedy, Parody"
Fate/Zero Remix,"Action, Fantasy, Supernatural"
Fate/Zero: Onegai! Einzbern Soudanshitsu,Comedy
Fate/kaleid liner Prisma☆Illya,"Action, Comedy, Fantasy, Magic"
Fate/kaleid liner Prisma☆Illya 2wei Herz!,"Action, Comedy, Fantasy, Magic, Slice of Life"
Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,"Comedy, Ecchi, Magic"
Fate/kaleid liner Prisma☆Illya 2wei!,"Action, Comedy, Fantasy, Magic"
Fate/kaleid liner Prisma☆Illya 2wei! OVA,"Comedy, Ecchi, Fantasy, Magic"
Fate/kaleid liner Prisma☆Illya 2wei! Specials,"Comedy, Ecchi, Fantasy, Magic"
Fate/kaleid liner Prisma☆Illya 3rei!!,"Action, Comedy, Fantasy, Magic"
Fate/kaleid liner Prisma☆Illya Specials,"Comedy, Ecchi, Fantasy, Magic"
Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,"Comedy, Fantasy, Magic"
Fate/stay night,"Action, Fantasy, Magic, Romance, Supernatural"
Fate/stay night Movie: Unlimited Blade Works,"Action, Fantasy, Magic, Supernatural"
Fate/stay night TV Reproduction,"Action, Fantasy, Magic, Romance, Shounen, Supernatural"
Fate/stay night: Unlimited Blade Works,"Action, Fantasy, Magic, Shounen, Supernatural"
Fate/stay night: Unlimited Blade Works - Prologue,"Action, Fantasy, Magic, Shounen, Supernatural"
Fate/stay night: Unlimited Blade Works 2nd Season,"Action, Fantasy, Magic, Shounen, Supernatural"
Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,"Action, Fantasy, Magic, Shounen, Supernatural"
Fault!!,Hentai
Fault!! Service: Aratanaru Rival,"Hentai, School"
Feeling from Mountain and Water,Music
Fella Pure: Mitarashi-san Chi no Jijou The Animation,Hentai
Feng Yun Jue,"Action, Adventure, Martial Arts"
Fetikano!,Hentai
Fight Ippatsu! Juuden-chan!!,"Comedy, Ecchi, Sci-Fi, Shounen"
Fight Ippatsu! Juuden-chan!! OVA,"Comedy, Ecchi, Sci-Fi"
Fight Ippatsu! Juuden-chan!! Specials,"Comedy, Ecchi"
Fight!!,"Action, Fantasy, Supernatural"
Fighting Foodons,"Adventure, Comedy, Fantasy, Game, Shounen"
Fighting of Ecstasy,Hentai
Figure 17: Tsubasa &amp; Hikaru,"Sci-Fi, Slice of Life"
Final Approach,"Comedy, Drama, Romance, Slice of Life"
Final Fantasy,"Action, Adventure, Comedy, Fantasy"
Final Fantasy VII: Advent Children,"Action, Fantasy, Super Power"
Final Fantasy VII: Advent Children - Venice Film Festival Footage,"Action, Drama, Fantasy, Sci-Fi"
Final Fantasy VII: Advent Children Complete,"Action, Fantasy, Super Power"
Final Fantasy VII: Last Order,"Action, Adventure, Drama, Fantasy, Sci-Fi"
Final Fantasy VII: On the Way to a Smile - Episode: Denzel,"Action, Fantasy, Super Power"
Final Fantasy: The Spirits Within,Sci-Fi
Final Fantasy: Unlimited,"Action, Adventure, Fantasy, Sci-Fi, Shounen"
Finder Series,"Action, Drama, Yaoi"
Fire Emblem,"Action, Adventure, Fantasy, Magic, Shounen"
Fire Tripper,"Fantasy, Sci-Fi"
Fireball,"Comedy, Sci-Fi"
Fireball Charming,Sci-Fi
Fireball Special,"Comedy, Sci-Fi"
Firestorm,"Action, Mecha, Military, Sci-Fi"
First Kiss Monogatari,"Drama, Romance"
First Love,Hentai
First Squad,"Action, Music"
First Squad: The Moment of Truth,"Action, Historical, Military, Super Power, Supernatural"
Five Card,"Comedy, Hentai, School"
Five Star Stories,"Action, Drama, Fantasy, Mecha, Sci-Fi"
Flag,"Mecha, Military"
Flag Director&#039;s Edition: Issenman no Kufura no Kiroku,Action
Flanders no Inu,"Drama, Historical, Slice of Life"
Flanders no Inu (Movie),"Drama, Historical"
"Flanders no Inu, Boku no Patrasche","Drama, Historical"
FlashBack,Music
Flashback Game,Hentai
Floating Material,Hentai
Flutter of Birds II: Tenshi-tachi no Tsubasa,"Drama, Hentai, Romance"
Flutter of Birds: Tori-tachi no Habataki,Hentai
Fluximation,Music
Flying Witch,"Comedy, Magic, Shounen, Slice of Life, Supernatural"
Flying Witch Petit,"Comedy, Slice of Life, Supernatural"
Follow Me,"Drama, Music, Romance, Slice of Life"
Forsaken,"Music, Vampire"
Fortune Arterial: Akai Yakusoku,"Comedy, Romance, School, Supernatural, Vampire"
Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,"Comedy, Fantasy, Harem, Romance, Vampire"
Fortune Quest L,"Adventure, Comedy, Fantasy, Magic"
Fortune Quest: Yo ni mo Shiawase na Boukensha-tachi,"Adventure, Comedy, Fantasy, Magic"
Fr/day Night,"Comedy, Music"
Fractale,"Adventure, Fantasy, Sci-Fi"
Francesca,"Comedy, Fantasy"
Free!,"Comedy, School, Slice of Life, Sports"
Free!: Eternal Summer,"Comedy, School, Slice of Life, Sports"
Free!: Eternal Summer Special,"Comedy, School, Slice of Life"
Free!: FrFr - Short Movie,"Comedy, Sports"
Freedom,"Action, Adventure, Sci-Fi"
Freedom Previsited,"Action, Adventure, Sci-Fi"
Freely Tomorrow,Music
Freezing,"Action, Drama, Ecchi, Harem, Martial Arts, Romance, Sci-Fi, Seinen"
Freezing Specials,"Action, Comedy, Ecchi"
Freezing Vibration,"Action, Drama, Ecchi, Harem, Martial Arts, Military, Romance, Sci-Fi, Seinen"
Freezing Vibration Specials,"Action, Comedy, Ecchi"
Fresh Precure!,"Action, Comedy, Fantasy, Magic, Shoujo, Slice of Life"
Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,"Action, Comedy, Fantasy, Magic, Shoujo"
Friends: Mononoke Shima no Naki,"Comedy, Fantasy, Kids"
Front Innocent: Mou Hitotsu no Lady Innocent,Hentai
Fruits Basket,"Comedy, Drama, Fantasy, Romance, Shoujo, Slice of Life"
Fruity Samurai,"Action, Comedy, Historical, Samurai"
Fudanshi Koukou Seikatsu,"Comedy, School, Shoujo, Slice of Life"
Fujimi 2-choume Koukyougakudan,"Drama, Music, Psychological, Romance, Slice of Life, Yaoi"
Fujoshi no Hinkaku,Slice of Life
Fujun Isei Kouyuu: Taisetsu na Kimi e,Hentai
Fukashigi no Kazoekata,Kids
Fukigen na Mononokean,"Comedy, Supernatural"
Fuku-chan no Sensuikan,"Comedy, Historical, Military"
Fukubiki! Triangle: Futaba wa Atafuta ♥,Hentai
Fukubiki! Triangle: Miharu After,Hentai
Full Metal Panic!,"Action, Comedy, Mecha, Military, Sci-Fi"
Full Metal Panic! The Second Raid,"Action, Mecha, Military"
Full Metal Panic! The Second Raid Episode 000,"Action, Adventure, Mecha, Military"
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Comedy
Full Metal Panic? Fumoffu,"Action, Comedy, School"
Full Moon Party,Music
Full Moon wo Sagashite,"Comedy, Drama, Music, Romance, Shoujo, Supernatural"
Full Moon wo Sagashite: Kawaii Kawaii Daibouken,"Comedy, Fantasy, Supernatural"
Fullmetal Alchemist,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen"
Fullmetal Alchemist: Brotherhood,"Action, Adventure, Drama, Fantasy, Magic, Military, Shounen"
Fullmetal Alchemist: Brotherhood - 4-Koma Theater,"Comedy, Fantasy, Military, Parody"
Fullmetal Alchemist: Brotherhood Specials,"Adventure, Drama, Fantasy, Magic, Military, Shounen"
Fullmetal Alchemist: Premium Collection,"Comedy, Fantasy, Shounen"
Fullmetal Alchemist: Reflections,"Adventure, Comedy, Drama, Fantasy, Military, Shounen"
Fullmetal Alchemist: The Conqueror of Shamballa,"Comedy, Drama, Fantasy, Historical, Military, Shounen"
Fullmetal Alchemist: The Sacred Star of Milos,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen"
Fullmetal Alchemist: The Sacred Star of Milos Specials,"Comedy, Fantasy, Magic"
Fumiko no Kokuhaku,Comedy
Fumoon,Sci-Fi
Funny Pets,Comedy
Furifure The Animation,Hentai
Furiko,"Drama, Music, Romance, Slice of Life"
Furiten-kun,"Comedy, Seinen, Slice of Life"
Furiten-kun (1990),"Comedy, Seinen, Slice of Life"
Furueru Kuchibiru,Hentai
Furueru Kuchibiru Episode 0,Hentai
Furusato Japan,Historical
Furyou ni Hamerarete Jusei Suru Kyonyuu Okaasan The Animation,Hentai
Fuse: Teppou Musume no Torimonochou,"Action, Drama, Historical, Supernatural"
Fusha no Sha,"Adventure, Historical, Martial Arts, Samurai, Supernatural"
Fushigi Mahou Fun Fun Pharmacy,"Kids, Magic"
Fushigi Yuugi,"Adventure, Comedy, Drama, Fantasy, Historical, Magic, Martial Arts, Romance, Shoujo"
Fushigi Yuugi OVA,"Adventure, Comedy, Fantasy, Historical, Romance, Shoujo"
Fushigi Yuugi OVA 2,"Adventure, Drama, Fantasy, Historical, Martial Arts, Romance, Shoujo"
Fushigi Yuugi Special: Nakago Shikkari Shinasai!,Comedy
Fushigi Yuugi: Eikouden,"Adventure, Drama, Fantasy, Romance, Shoujo"
Fushigi na Koala Blinky,"Adventure, Comedy, Fantasy, Kids"
Fushigi na Kusuri,Slice of Life
Fushigi na Melmo,"Magic, Shoujo"
Fushigi na Somera-chan,"Comedy, Magic, Slice of Life"
Fushigi na Taiko,Kids
Fushigi no Kuni no Alice,"Adventure, Fantasy, Kids"
Fushigi no Kuni no Miyuki-chan,"Comedy, Ecchi, Fantasy, Shoujo Ai, Yuri"
Fushigi no Umi no Nadia,"Adventure, Comedy, Historical, Romance, Sci-Fi"
Fushigi no Umi no Nadia Specials,"Adventure, Sci-Fi"
Fushigi no Umi no Nadia: Original Movie,"Action, Adventure, Drama, Historical, Mystery, Romance, Sci-Fi"
Fushigiboshi no☆Futagohime,"Comedy, Magic, Shoujo"
Fushigiboshi no☆Futagohime Gyu!,"Comedy, Magic, Shoujo"
Futabu!,"Hentai, School, Yuri"
Futabu! Mix: Futanari World,"Hentai, School, Yuri"
Futabu!!,"Hentai, School, Yuri"
Futago no Haha Seihonnou,Hentai
Futakoi,"Comedy, Romance, School"
Futakoi Alternative,"Comedy, Drama, Romance"
Futari Ecchi,"Comedy, Ecchi, Romance, Seinen, Slice of Life"
Futari Ecchi (2014),"Comedy, Ecchi, Romance, Seinen, Slice of Life"
Futari no Aniyome,Hentai
Futari no Joe,"Shounen, Sports"
Futari wa Milky Holmes,"Comedy, Mystery, Super Power"
Futari wa Precure,"Action, Comedy, Fantasy, Magic, Shoujo"
Futari wa Precure: Max Heart,"Action, Comedy, Fantasy, Magic, Shoujo"
Futari wa Precure: Max Heart Movie 1,"Comedy, Fantasy, Magic, Shoujo"
Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,"Comedy, Fantasy, Magic, Shoujo"
Futari wa Precure: Splash☆Star,"Action, Comedy, Fantasy, Magic, Shoujo"
Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,"Action, Comedy, Fantasy, Magic, Shoujo"
Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,"Fantasy, Kids, Magic, Shoujo"
Futarigurashi,"Comedy, Ecchi, Romance"
Futatsu no Kurumi,Drama
Futatsu no Spica,"Drama, School, Sci-Fi, Supernatural"
Futon,Dementia
Futsuu no Joshikousei ga [Locodol] Yattemita.,"Comedy, Seinen"
Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,"Comedy, Seinen"
"Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.","Comedy, Seinen"
Future Card Buddyfight,Game
Future Card Buddyfight 100,Game
Future GPX Cyber Formula,"Adventure, Sci-Fi, Shounen, Sports"
Future GPX Cyber Formula 11,"Drama, Sci-Fi, Shounen, Sports"
Future GPX Cyber Formula Saga,"Drama, Sci-Fi, Shounen, Sports"
Future GPX Cyber Formula Sin,"Drama, Sci-Fi, Shounen, Sports"
Future GPX Cyber Formula Zero,"Drama, Sci-Fi, Shounen, Sports"
Future War 198X-nen,"Drama, Military"
Fuujin Monogatari,"Drama, Fantasy, School, Slice of Life, Supernatural"
Fuuma no Kojirou: Fuuma Hanran-hen,Action
Fuuma no Kojirou: Seiken Sensou-hen,Action
Fuuma no Kojirou: Yasha-hen,Action
Fuurinkanzan,Hentai
Fuusen Shoujo Temple-chan,"Adventure, Comedy, Kids"
Fuuun Ishin Dai☆Shogun,"Action, Historical, Mecha"
Fuyu no Hi,Historical
Fuyu no Semi,"Drama, Historical, Romance, Samurai, Yaoi"
Fuyu no Semi: Tokubetsu Henshuuhan,"Action, Drama, Historical, Military, Samurai, Yaoi"
Fuyu no Yoru no Ohanashi,"Kids, Music, Slice of Life"
Fw:Hamatora,"Comedy, Mystery, Super Power"
G-9,Fantasy
G-On Riders,"Action, Comedy, School, Sci-Fi"
G-On Riders Special,"Comedy, Ecchi, Sci-Fi"
G-Taste,"Hentai, Yuri"
G-Taste (2010),"Ecchi, Yuri"
G-senjou no Higeki,"Comedy, Dementia"
G.T.R G-cup Teacher Rei,Hentai
GA: Geijutsuka Art Design Class,"Comedy, School, Seinen, Slice of Life"
GA: Geijutsuka Art Design Class OVA,"Comedy, School, Seinen, Slice of Life"
GAME OVER feat. Hatsune Miku,Music
GJ-bu,"Comedy, School, Slice of Life"
GJ-bu@,"Comedy, School, Slice of Life"
GR: Giant Robo,"Adventure, Mecha, Military, Sci-Fi, Shounen"
GS Mikami: Gokuraku Daisakusen!!,"Comedy, Fantasy"
Ga-Rei: Zero,"Action, Super Power, Supernatural, Thriller"
Gad Guard,"Adventure, Mecha, Sci-Fi, Shounen"
Gag Manga Biyori: Jump Festa 2002 Special,Comedy
Gaiking: Legend of Daiku-Maryu,"Action, Mecha, Sci-Fi"
Gake no Ue no Ponyo,"Adventure, Fantasy"
Gakkatsu!,"Comedy, School"
Gakkatsu! 2nd Season,"Comedy, School"
Gakkou no Kaidan,"Horror, Mystery, Supernatural"
Gakkou no Kaidan Recaps,"Horror, Mystery, Supernatural"
Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,"Horror, Mystery, Supernatural"
Gakkou no Kowai Uwasa Shin: Hanako-san ga Kita!!,"Comedy, Horror, School, Supernatural"
Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,Horror
Gakkougurashi!,"Horror, Mystery, Psychological, School, Slice of Life"
Gakkyuu Ou Yamazaki,Comedy
Gakuen 2,"Hentai, School"
Gakuen 3,Hentai
Gakuen Alice,"Comedy, Magic, School, Shoujo"
Gakuen Handsome The Animation,"Comedy, Parody, School, Shounen Ai"
Gakuen Handsome: Haitoku no Lesson,"Comedy, Music"
Gakuen Handsome: Legend of Sexy,"Comedy, Music"
Gakuen Heaven,"Comedy, Drama, Romance, School, Shounen Ai"
Gakuen Heaven: Hamu Hamu Heaven,"Comedy, Drama, Romance, School, Shounen Ai"
Gakuen Maria: Bakunyuu Teachers,Hentai
Gakuen Nanafushigi,"Hentai, Supernatural"
Gakuen Saimin Reido,Hentai
Gakuen Senki Muryou,"Adventure, Mecha, Sci-Fi, Shounen, Space, Supernatural"
Gakuen Shimai,Hentai
Gakuen Sodom,Hentai
Gakuen Tokusou Hikaruon,"Action, Martial Arts, School, Super Power"
Gakuen Utopia Manabi Straight!,"Comedy, School, Slice of Life"
Gakuen Utopia Manabi Straight! Special,"Comedy, School, Sci-Fi, Slice of Life"
Gakuen de Jikan yo Tomare,Hentai
Gakuen no Ikenie: Nagusami Mono to Kashita Kyonyuu Furyou Shoujo,Hentai
Gakuen no Shuryousha,Hentai
Gakuen: Chijoku no Zushiki,Hentai
Gakuentoshi Varanoir Joukan,"Action, Magic"
Gakumon!: Ookami Shoujo wa Kujikenai,"Comedy, School, Shounen"
Gakusen Toshi Asterisk,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural"
Gakusen Toshi Asterisk 2nd Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural"
Galactic Patrol Lensman,"Action, Adventure, Sci-Fi"
Galaxy Angel,"Comedy, Sci-Fi"
